userID	artistID	weight
1515	290	196
735	518	45
849	190	658
952	1048	1392
665	511	588
1475	1943	35
2068	11581	627
1862	757	157
778	464	1435
1654	2640	127
1387	295	109
122	3024	13
977	220	1214
1532	289	1870
126	3077	205
2059	295	626
252	333	444
230	289	1667
1246	526	192
1276	6146	239
1724	67	38
891	2362	501
1958	1899	34
1976	17979	519
459	918	4437
683	1027	562
248	296	91
420	1464	1629
601	5074	693
1153	2629	873
1181	6910	355
1146	12652	808
938	166	1549
1897	16995	67
1858	724	428
704	2226	38
231	349	87
2092	2600	161
1583	228	622
2061	291	303
395	1131	91
1354	554	82
83	2335	511
345	425	25
875	289	1053
1619	1369	227
1925	1541	139
887	3805	70
452	877	27
1832	1486	1356
2003	5709	119
1309	707	535
1890	9789	262
2033	3200	175
1426	892	138
1676	2616	455
1449	65	373
1248	2988	77
120	1447	42
1273	3184	176
1276	10449	160
760	498	1708
1757	288	93
1151	1867	1015
1615	486	40
1264	982	460
2096	154	2056
1007	11768	189
692	8546	545
1065	12088	6
1220	886	1312
1915	17580	27
2055	515	425
1942	17797	4661
1768	6448	2724
1737	210	232
1113	288	279
2097	709	601
8	359	277
1841	13	163
121	2984	78
1390	1048	752
1737	16389	310
971	498	120
1737	5966	409
2014	998	277
134	464	41
1348	1459	642
910	314	2226
458	1121	71
845	9552	7
363	182	814
368	6211	423
1493	947	158
1088	438	733
1005	2923	882
2040	538	160
2036	18361	133
545	481	680
491	949	517
213	1672	364
1692	329	259
914	3558	363
1161	12795	3546
808	229	413
1623	918	1224
1635	2572	362
1176	2379	965
1237	13386	255
1274	8312	285
2043	217	509
98	733	34
1323	6769	203
611	2535	17
1485	1154	256
62	1097	95
1083	898	501
1027	2083	1679
215	499	11
731	1216	125
1133	1398	837
1396	1364	96
747	831	690
1757	377	313
1255	229	408
1401	349	996
496	1069	53
882	292	74
1081	689	33
1393	6873	686
423	857	70
1661	1632	376
537	325	97
1771	157	284
1500	156	530
876	10748	150
998	306	378
1605	432	107
1981	4073	108
68	329	79
1140	196	160
1411	3267	132
971	5099	95
185	64	24
1921	681	5804
463	245	11
1021	96	258
196	51	6015
1245	1179	5074
438	19	7
987	89	2518
1014	455	7
353	484	58
125	176	321
347	3928	95
834	1104	428
313	3774	444
419	63	7
1639	447	695
1380	533	261
1965	55	366
958	291	152
1848	14347	504
953	546	331
404	6557	54
1350	227	1068
612	1090	137
656	952	37
987	11583	301
1395	2593	151
1278	332	46
850	463	784
635	1092	94
475	3400	209
392	6454	55
545	518	491
303	2853	215
1493	1275	279
590	8359	200
862	2081	193
882	1691	105
739	1755	292
1865	17231	278
33	1111	2350
1398	14314	698
86	825	270
1545	5306	705
219	2206	2532
1980	1778	89
566	868	194
2094	18658	2013
1010	1885	6
829	2277	311
301	1775	308
391	1670	208
1100	845	157
1152	4108	181
1947	298	153
827	4794	43
853	535	248
103	425	41
2072	18561	2336
1488	918	71
1283	498	5366
134	55	177
1802	3754	2186
695	851	32
997	2921	307
710	425	45
289	1400	499
80	2213	3
1377	2430	1014
45	1444	123
185	851	94
410	1183	136
32	851	5364
1720	16271	293
1390	430	425
18	220	623
317	868	2962
1254	6948	263
471	163	324
717	701	387
996	610	181
1429	289	1401
1608	980	56
1863	295	101
473	5035	221
1835	1897	49
846	10590	966
5	53	181
884	295	5851
1245	497	671
475	424	174
1680	961	502
122	3016	14
497	475	51
26	925	1088
1337	229	447
1912	7874	43
6	251	24
1476	288	3972
105	1745	180
1822	16882	25
291	5291	22
179	378	86
1456	65	409
515	1627	125
1555	290	302
1881	17331	224
719	2342	11022
1225	12287	34
704	6567	10
1929	1017	869
1121	12448	16
170	1812	849
1151	9279	308
1889	3481	230
912	10126	846
187	65	559
64	1825	252
700	306	1814
194	4055	500
906	5759	862
1530	3444	601
676	250	76
1987	3269	419
250	607	857
1608	65	63
1481	1090	3671
1188	432	624
606	4143	456
1898	461	16573
900	2089	159
1082	10229	315
399	481	313
1759	514	1332
1267	439	1840
2046	1704	396
1362	14115	184
1011	687	3456
438	4873	7
1009	3753	15
307	5497	110
556	3411	4
640	220	1150
968	440	200
876	863	144
1627	1806	317
250	945	310
1453	523	1066
1072	302	744
765	9874	601
749	498	354
334	88	451
97	845	256
325	2691	225
731	830	65
122	586	14
1600	349	256
94	1504	608
2039	1098	306
2079	2977	633
1771	2018	98
419	332	10
1387	972	243
1530	1369	576
1946	5079	529
134	3182	27
1336	511	171
998	11696	137
1699	295	206
641	1246	1973
840	1778	2430
893	66	870
59	27	1105
1919	5429	85
1633	6376	4288
1310	13757	3
1253	289	11302
1833	1475	493
909	536	303
260	4929	60
1889	5172	347
108	2764	402
8	344	553
428	5258	1049
34	441	2261
1958	13085	634
1422	210	370
579	6289	123
712	9479	1
1644	712	7
979	10857	239
1605	89	364
1616	340	83
840	10539	970
459	7116	484
185	3924	23
695	9335	38
1395	1627	205
1663	2523	1300
1374	7862	128
1692	324	455
515	5428	123
706	15	116
392	679	278
1414	808	636
492	6540	280
313	917	82773
1524	89	444
291	4706	27
359	6073	243
307	5348	67
1715	689	1681
96	2559	16
652	8905	541
2057	728	274
1385	793	113
1240	162	154
678	234	185
325	2028	196
763	518	160
140	3257	561
1596	3774	1142
357	985	512
1658	15901	202
2006	10517	190
1453	679	765
491	707	4842
223	4488	2258
1473	1609	274
1748	288	262
2040	548	152
1148	3302	72
1623	506	1497
889	8403	1444
1049	1424	28
1121	12439	79
2075	291	123
66	1881	938
1720	222	404
777	1075	198
1232	4973	132
117	998	542
910	7781	1511
735	792	53
911	324	173
74	2045	3961
1973	295	1304
1553	12022	359
720	4125	40
603	418	61
1074	1079	100
1491	6032	266
2017	298	37
1745	2847	350
111	2825	277
513	982	429
1771	289	4850
584	5168	3320
1531	3792	302
1461	525	108
2021	18270	717
2099	18712	182
9	369	1158
809	2025	19
681	1797	139
1509	229	1078
966	289	1663
104	500	1965
394	1372	71
643	4384	918
860	9445	1020
1226	1432	539
744	9750	57
508	7575	20
1002	328	77
320	5267	889
893	10885	124
88	2398	68
1679	16014	210
20	763	137
627	3063	483
1595	9513	122
1722	328	145
357	237	1589
1900	15637	110
1614	5119	569
2078	959	1153
277	1788	768
1911	1669	560
281	1808	166
1531	3540	339
32	1089	2185
1636	327	36
1035	3451	10
1151	4747	399
1390	2786	320
1654	15849	582
358	6044	192
1490	806	1129
1788	344	470
1429	1114	16734
1395	12000	168
2042	1662	711
2024	8659	3
754	3279	242
1497	8452	209
2007	154	1744
1112	2573	235
1022	157	727
85	512	212
75	1042	292
113	2841	1701
1496	14945	63
1120	2523	92
166	197	225
339	4716	325
1778	1243	397
1520	209	229
1909	511	293
1330	1946	438
1388	528	17
1160	499	554
1366	3400	59
1910	15752	1171
1988	190	165
1322	1216	836
1838	316	816
1316	1633	116
752	9812	183
687	2488	5
549	868	499
366	429	248
1125	3289	98
890	159	32
1694	331	477
817	2352	238
1684	300	24
700	325	399
141	1413	95
841	10542	52
182	3858	594
570	2222	205
1568	292	642
1187	715	162
991	1412	332
1470	203	2505
683	1897	1944
2024	969	4
642	2894	360
464	2815	288
388	2746	2064
147	325	1993
184	3903	144
929	11143	72
1667	15957	11
1705	225	890
1604	2	455
726	9576	3
996	11677	72
731	630	50
1568	288	1438
1820	67	104
698	309	919
1151	12693	364
102	2424	1027
1090	12230	24
1920	486	294
1699	306	162
1514	70	180
1098	3430	31
1696	718	28
1259	2044	299
266	4998	74
764	222	189
711	1360	37
1979	697	54
1070	191	116
636	295	1024
1531	15206	342
1363	333	1169
156	355	17
531	293	461
1560	1832	2
1185	97	296
1906	1681	316
642	8808	386
1293	498	82
976	1803	101
1283	1685	1417
1224	11923	52
482	229	261
998	333	73481
1925	1866	109
877	10770	411
1084	425	375
536	157	154
365	6173	7
1276	13620	103
1463	14646	1404
1576	15412	205
813	1609	93
134	686	662
587	805	391
251	439	549
17	691	208
1630	15723	174
776	966	93
556	8039	3
1402	917	6
468	7250	363
1848	17071	315
152	461	446
140	503	686
184	1243	261
1262	13545	1
1860	17175	784
1226	1098	487
118	1406	322
1775	16602	95
1702	2787	416
1022	1243	819
310	5532	76
1588	2439	405
401	412	455
58	797	3
1900	441	143
652	8911	118
608	8571	13
959	972	501
903	10954	1876
1178	12963	246
2064	2062	127
553	288	38
1730	1797	782
859	70	301
1289	2593	383
1106	12357	393
946	5950	1013
357	6038	732
171	1934	124
1497	14956	301
1790	425	146
684	257	1269
1087	10105	248
400	6527	88
2096	190	3605
1828	538	711
1431	5458	320
1582	15434	153
1899	689	3409
1712	16210	263
850	8314	799
861	2839	171
1926	17637	929
1021	982	370
1655	2005	167
614	182	1895
1247	701	233
2100	4271	2026
1566	1424	228
2097	154	346
1912	17550	86
12	492	3823
109	1360	102
1973	475	1319
211	1090	652
1971	3043	2297
1928	72	115
1038	997	266
996	11660	107
501	2102	433
2007	710	1608
1740	6581	650
206	3046	68
517	107	247
1190	70	211
802	53	14
12	506	1591
362	228	283
998	97	108
352	5980	479
423	1464	194
1110	2850	227
322	328	499
1712	2380	731
1703	220	145
1219	962	405
398	207	207
1352	7639	187
709	3993	83
1089	72	2130
1709	572	724
1686	300	2416
1443	728	34
1831	1957	220
1212	959	267
669	3187	1350
1729	226	94
1962	5027	234
1957	537	313
835	163	82
219	376	1329
166	859	79
1977	113	283
1240	7375	208
509	1351	19
1979	310	113
171	2521	86
4	161	632
1236	2474	3749
754	4531	233
656	3201	16
1248	3796	53
341	5851	218
1397	4333	1
274	5090	143
504	333	365
662	9083	960
1835	1739	148
828	7797	103
1330	10363	1019
2076	209	87
860	6151	380
614	7639	729
708	1202	14
549	1469	854
993	11611	100
1860	841	712
1560	15323	12
742	9722	53
1770	16572	243
1471	316	122
603	3259	35
1166	7958	29
269	377	42
886	234	83
861	295	4160
1787	15128	153
370	6231	977
1272	1934	440
1305	302	246
794	1414	789
1245	3082	3480
1592	1866	471
213	3717	405
470	1580	540
312	5576	267
2011	229	27
394	1412	210
1135	461	238
1172	1643	175
283	5178	131
1150	12690	602
170	1131	1127
1233	3795	649
1159	230	360
495	299	447
2003	2030	130
1289	3707	856
62	1795	87
1922	615	38
1435	318	1180
1751	2429	71
480	1895	137
311	5538	857
182	3869	377
455	7079	2786
1335	1504	75
72	525	11
1586	1104	34
1539	4291	17
1625	6708	5
691	425	661
2027	3927	143
84	1249	945
1080	89	185
1242	1358	322
705	481	1388
1360	618	117
831	1463	1620
1656	1090	268
189	499	358
1147	920	130
2044	433	60
1586	220	94
2035	12599	141
711	952	48
603	7665	29
1365	323	2023
696	2525	161
959	11400	75
1531	9872	390
1063	3200	105
1238	859	446
231	300	465
1134	12566	9
1732	1958	7
1145	681	615
1547	4069	160
1298	6459	62
1946	17833	681
1825	857	68
1051	226	1791
1819	459	88
501	349	225
1248	11240	193
541	5844	3552
37	1227	247
562	2467	347
376	6267	125
1544	378	518
987	289	582
1362	14119	92
29	328	62
1974	173	224
1478	1449	486
1324	13876	75
1173	440	540
1936	17739	71
45	1446	114
1821	324	89
1282	72	4891
509	498	12
424	517	214
1975	17966	419
1081	234	9
994	11628	717
1368	1118	312
580	65	588
549	1091	106
2030	475	125
1310	953	1
859	295	227
1795	265	192
1019	412	162
1221	8925	36
263	1014	860
1503	15072	78
1466	298	186
2090	441	446
1948	464	117
1128	534	336
1137	183	79
396	5249	2058
934	226	313
1112	6463	465
46	1042	401
1323	755	306
1706	6497	435
139	930	1625
2004	1901	84
1295	418	1350
1615	982	119
681	3213	125
325	5715	204
98	523	251
157	466	73
623	7929	1166
696	2789	102
20	765	130
1873	349	480
503	182	1096
804	3498	409
1737	220	484
310	323	2962
1806	237	212
1382	14232	361
826	1456	15
17	698	146
1931	3030	52
1144	12626	507
887	10828	662
950	163	137
385	292	1432
31	1060	887
594	1249	11
1064	8555	52
1969	3227	356
670	2544	589
322	548	810
2086	2600	109
844	3367	197
1710	16189	136
2003	697	280
1996	572	208
395	2379	436
935	878	93
1001	298	158
1615	436	50
812	10311	276
604	349	1164
250	4678	294
809	89	7224
198	4105	528
406	2006	1191
734	9668	5489
1395	154	518
592	328	474
481	1609	658
687	2861	1
1832	70	898
476	2537	1505
604	306	1261
897	212	148
506	229	125
1954	1860	43
158	1082	333
1736	1505	1494
38	333	74
1477	14770	14
1309	1118	1088
1332	674	1584
1560	708	50
410	6616	29
497	326	64
123	3033	483
661	9065	122
58	302	224
824	1048	22
1255	439	659
1362	377	121
1296	2744	182
1318	1047	240
329	71	774
1810	288	27486
365	6150	34
198	3399	547
1753	228	47
953	526	43
1957	17884	329
1424	227	1318
655	8973	8
1729	2542	136
2099	18717	132
677	3509	375
52	1542	279
105	2689	89
298	1048	280
1143	294	180
361	320	135
1564	681	251
313	837	382
1671	1261	703
1329	3097	314
1267	378	593
508	7597	11
241	4690	1751
191	1369	18
2011	750	61
1408	14343	1
1926	1062	711
1428	1360	506
1276	13630	83
1236	4365	2503
1309	7908	689
1666	701	1160
888	930	182
1226	3393	597
1244	539	309
590	333	15
321	830	37
1056	360	159
905	464	321
1822	16888	16
447	7014	778
194	231	3367
480	99	119
753	8743	188
1330	5169	938
1093	2359	147
436	734	781
594	768	283
987	545	190
1446	324	341
207	4261	140
2047	447	247
952	11323	650
1321	13844	84
181	3846	39
10	422	878
366	6189	287
684	701	535
79	295	182
703	1043	11
1527	10327	126
1055	12034	51
1289	3691	466
1505	488	658
196	709	3426
234	88	415
1488	198	20
107	2379	2226
2061	2801	17
694	9320	343
1666	67	1240
124	173	1722
1001	10967	200
1688	52	142
1373	14190	206
253	310	930
1107	1854	1094
681	1179	635
1258	3430	37
1270	538	88
1547	15262	124
1789	182	2143
562	2445	260
1381	11819	128
1428	1521	310
831	903	2121
13	525	6
781	292	1222
336	2831	643
1453	4769	261
873	157	198
1799	157	260
725	9556	124
832	51	167
1282	54	190
635	8753	57
773	436	7027
1281	920	9
495	2080	36
993	11626	43
2078	18580	820
346	67	468
1990	18062	31
1378	197	255
1696	1360	24
1732	16374	9
1748	16422	312
1794	16704	234
1433	530	460
1007	1244	126
72	310	35
1074	187	144
227	4515	328
1826	3198	213
628	154	147
876	9597	148
1935	1803	356
916	311	329
38	190	134
1050	3411	1530
1450	1043	395
1483	1249	90
874	4044	531
136	89	218
943	207	35
1217	9882	151
1466	257	217
1708	434	343
137	1464	408
576	51	398
230	2102	8034
2041	540	177
1988	2596	235
1081	12178	4
820	10361	10
1153	9826	813
186	481	147
1086	3375	378
1076	610	268
1172	4331	131
284	5202	26
842	1943	1155
1566	432	373
1782	224	48
1987	2343	150
853	1114	131
1104	6376	145
208	4280	50
897	10906	157
1489	296	322
1383	227	2489
1418	14448	654
951	11310	635
123	3029	1102
689	9282	11
1406	1167	167
1825	1044	60
1895	310	1303
1697	3146	408
1605	161	124
1462	67	219
91	2481	855
616	8598	181
1781	2627	118
960	617	25
1279	2607	48
1786	1043	211
875	1189	94
1055	2352	103
1873	1247	72
1310	13763	1
815	907	66
900	10925	1367
1366	14135	71
804	10188	441
1506	5890	356
1390	89	127
1092	1934	897
90	2451	132
1286	3411	383
1348	3127	158
1378	14216	164
1360	3098	374
154	472	20
1150	1694	1141
1762	330	489
759	298	132
760	1545	315
1450	207	281
212	4319	160
967	221	78
2013	298	698
681	374	266
1707	679	60
355	466	308
506	7516	132
790	481	224
1976	17067	452
1006	261	404
1746	59	835
1473	5067	630
1246	55	1173
805	2677	51
1046	458	392
1080	439	99
14	555	831
193	4039	366
1437	14551	31
968	8026	470
38	228	153
2054	4814	263
1401	13303	870
1755	16451	262
971	6120	200
347	1410	1194
665	1072	44
801	285	12
386	707	926
336	190	1264
817	504	477
1226	3387	203
1537	304	42
1421	14459	82
132	1458	221
1237	67	358
1467	11824	399
525	3084	492
1619	1934	368
1116	12268	25
1405	416	526
623	1372	1340
726	3501	114
1093	1104	102
1302	683	394
778	300	6279
1366	1440	55
1114	4817	217
1961	327	10778
874	171	230
919	184	253
609	3693	452
1431	6721	736
1499	14993	1093
1530	2343	353
676	707	71
976	951	304
1761	16507	105
1596	2346	1972
509	504	59
521	207	659
753	360	188
116	1613	466
1784	6600	4443
1557	7493	393
1281	10310	8
723	466	411
1287	25	321
1427	14509	599
431	65	3153
342	1090	445
18	71	401
1362	2346	135
261	4002	325
1586	1811	23
1219	65	1186
702	302	514
481	3200	377
261	4497	463
1892	229	239
1577	3576	1225
1349	2193	63
1044	3351	474
1565	226	675
1766	302	715
371	959	139
1396	868	629
402	732	1745
594	157	13
986	830	3869
363	1179	736
333	290	30
1431	3307	123
45	1448	109
1995	15370	4322
1397	3473	1
97	2591	181
1442	45	392
776	4216	63
2048	8803	11
728	4316	608
623	3940	523
1691	1983	165
903	835	1915
341	5888	62
1213	13205	24
1364	14071	130
1762	5235	122
1518	615	2728
1882	5326	261
1491	524	651
409	167	169
2081	18593	189
863	207	171
768	344	158
578	2982	159
865	7117	58
1313	1418	370
658	1072	150
1919	7180	37
2045	11170	139
356	4003	972
1279	13540	106
1222	455	4136
59	1700	1802
526	816	661
566	416	89
1505	70	309
1816	261	259
891	509	166
1664	5427	210
589	1447	20
106	2714	882
1757	374	78
1959	704	287
332	301	167
847	10603	69
1689	12000	200
299	4716	164
2060	7941	176
526	383	5
1165	993	171
290	3920	7
114	1810	203
1539	88	32
961	898	1768
782	748	4049
450	2006	229
253	423	1337
271	2548	8530
641	3919	2500
253	439	659
691	352	635
1594	65	537
1998	289	140
116	2911	438
618	8632	67
1182	744	350
585	228	1275
1494	229	16
757	329	3767
1711	16207	1299
18	227	630
1987	11756	151
102	2633	474
372	1378	111
263	4975	493
338	5832	812
1618	6150	175
1539	5030	21
1710	13857	181
24	887	1484
1324	1254	58
518	1659	49
2015	2172	501
1463	7887	108
1479	4503	141
935	6750	95
182	69	427
1822	3455	16
690	641	302
282	5172	450
183	77	123
294	5351	73
1720	9457	290
229	2840	1
1669	8512	40
920	378	98
1073	585	283
705	691	922
2071	2064	101
1086	12209	1479
914	10997	487
1231	1098	257
728	436	1934
926	6988	180
1049	1632	33
1471	2014	219
1804	1195	80
1669	71	59
887	4675	389
1721	16299	50
1501	3029	526
1537	6453	55
2027	471	163
123	1195	4991
1456	14636	405
1579	4260	546
2004	1090	562
1345	13999	1181
2008	1376	342
1864	17212	25
164	2352	1126
730	258	124
1439	4616	263
1030	1360	872
566	227	74
1430	2398	160
1772	1974	865
253	290	893
727	9616	313
581	3227	4252
150	472	46
235	4611	159
534	306	616
1171	641	171
905	1934	110
1030	8910	490
2092	199	764
1352	222	389
1053	329	120
810	7157	20
1090	12264	3
253	256	605
18	511	496
2061	681	18
1161	89	1342
828	7423	103
1102	1097	904
1990	1610	19
121	321	16807
1527	15193	124
1371	14161	435
975	1377	754
1303	196	435
1956	5089	2174
1413	458	33
452	997	23
1707	227	1835
592	72	515
1988	10967	103
1026	1281	253
1658	318	1601
1106	157	354
404	6560	42
1108	12366	66
1537	9228	33
14	591	612
839	537	746
2093	1639	264
1862	2821	267
1533	292	2153
55	1632	328
1717	291	915
1637	4442	1333
1506	425	1114
733	1038	159
1124	1034	2746
1742	1037	365
787	4995	197
535	544	148
1060	3732	749
1139	292	1232
1084	190	1007
1292	13723	8
312	2086	412
975	1854	1297
694	9326	166
158	544	118
1728	880	199
1776	333	1488
